2.3000e+01,4.2790e+00,3.4220e+00,3.0280e+00,2.7960e+00,2.6400e+00,2.5280e+00,2.4420e+00,2.3750e+00,2.3200e+00,2.2750e+00,2.2040e+00,2.1280e+00,2.0480e+00,2.0050e+00,1.9610e+00,1.9140e+00,1.8650e+00,1.8130e+00
2.4000e+01,4.2600e+00,3.4030e+00,3.0090e+00,2.7760e+00,2.6210e+00,2.5080e+00,2.4230e+00,2.3550e+00,2.3000e+00,2.2550e+00,2.1830e+00,2.1080e+00,2.0270e+00,1.9840e+00,1.9390e+00,1.8920e+00,1.8420e+00,1.7900e+00
2.5000e+01,4.2420e+00,3.3850e+00,2.9910e+00,2.7590e+00,2.6030e+00,2.4900e+00,2.4050e+00,2.3370e+00,2.2820e+00,2.2360e+00,2.1650e+00,2.0890e+00,2.0070e+00,1.9640e+00,1.9190e+00,1.8720e+00,1.8220e+00,1.7680e+00
2.6000e+01,4.2250e+00,3.3690e+00,2.9750e+00,2.7430e+00,2.5870e+00,2.4740e+00,2.3880e+00,2.3210e+00,2.2650e+00,2.2200e+00,2.1480e+00,2.0720e+00,1.9900e+00,1.9460e+00,1.9010e+00,1.8530e+00,1.8030e+00,1.7490e+00
2.7000e+01,4.2100e+00,3.3540e+00,2.9600e+00,2.7280e+00,2.5720e+00,2.4590e+00,2.3730e+00,2.3050e+00,2.2500e+00,2.2040e+00,2.1320e+00,2.0560e+00,1.9740e+00,1.9300e+00,1.8840e+00,1.8360e+00,1.7850e+00,1.7310e+00
2.8000e+01,4.1960e+00,3.3400e+00,2.9470e+00,2.7140e+00,2.5580e+00,2.4450e+00,2.3590e+00,2.2910e+00,2.2360e+00,2.1900e+00,2.1180e+00,2.0410e+00,1.9590e+00,1.9150e+00,1.8690e+00,1.8200e+00,1.7690e+00,1.7140e+00
2.9000e+01,4.1830e+00,3.3280e+00,2.9340e+00,2.7010e+00,2.5450e+00,2.4320e+00,2.3460e+00,2.2780e+00,2.2230e+00,2.1770e+00,2.1040e+00,2.0270e+00,1.9450e+00,1.9010e+00,1.8540e+00,1.8060e+00,1.7540e+00,1.6980e+00
3.0000e+01,4.1710e+00,3.3160e+00,2.9220e+00,2.6900e+00,2.5340e+00,2.4210e+00,2.3340e+00,2.2660e+00,2.2110e+00,2.1650e+00,2.0920e+00,2.0150e+00,1.9320e+00,1.8870e+00,1.8410e+00,1.7920e+00,1.7400e+00,1.6830e+00
4.0000e+01,4.0850e+00,3.2320e+00,2.8390e+00,2.6060e+00,2.4490e+00,2.3360e+00,2.2490e+00,2.1800e+00,2.1240e+00,2.0770e+00,2.0030e+00,1.9240e+00,1.8390e+00,1.7930e+00,1.7440e+00,1.6930e+00,1.6370e+00,1.5770e+00
6.0000e+01,4.0010e+00,3.1500e+00,2.7580e+00,2.5250e+00,2.3680e+00,2.2540e+00,2.1670e+00,2.0970e+00,2.0400e+00,1.9930e+00,1.9170e+00,1.8360e+00,1.7480e+00,1.7000e+00,1.6490e+00,1.5940e+00,1.5340e+00,1.4670e+00
1.2000e+02,3.9200e+00,3.0720e+00,2.6800e+00,2.4470e+00,2.2900e+00,2.1750e+00,2.0870e+00,2.0160e+00,1.9590e+00,1.9100e+00,1.8340e+00,1.7510e+00,1.6590e+00,1.6080e+00,1.5540e+00,1.4950e+00,1.4290e+00,1.3520e+00
